Minimal R Export

Pixel,Wavenumber,Processed
1,229.68,9650.5
2,231.77,10259.8
3,233.85,10754.27
4,235.94,11128.83
5,238.02,11364.13
6,240.1,11544.33
7,242.18,11621.9
8,244.26,11620.87
9,246.34,11605.3
10,248.42,11526.83
11,250.5,11445
12,252.58,11312.1
13,254.66,11220.3
14,256.73,11085.6
15,258.8,10992.9
16,260.88,10871.73
17,262.95,10745.8
18,265.02,10698.1
19,267.09,10594.07
20,269.16,10503.1
21,271.23,10391.5
22,273.3,10308.53
23,275.37,10239.07
24,277.43,10144.63
25,279.5,10061.5
26,281.56,9931.33
27,283.63,9841.9
28,285.69,9760.3
29,287.75,9667.13
30,289.81,9580.43
31,291.87,9497.77
32,293.93,9391.77
33,295.99,9316.53
34,298.05,9253.37
35,300.1,9169.6
36,302.16,9121.07
37,304.21,9056.33
38,306.26,9014.63
39,308.32,8984.3
40,310.37,8949.2
41,312.42,8930.77
42,314.47,8903
43,316.52,8897.47
44,318.57,8856.83
45,320.61,8887.03
46,322.66,8890.17
47,324.7,8892.7
48,326.75,8887.83
49,328.79,8932.33
50,330.83,8955
51,332.88,8919.27
52,334.92,8961.8
53,336.96,8987.07
54,338.99,9005.9
55,341.03,9011.07
56,343.07,9015.43
57,345.11,9044.77
58,347.14,9038.4
59,349.17,9127.17
60,351.21,9091.9
61,353.24,9157.77
62,355.27,9128.73
63,357.3,9194.4
64,359.33,9224.23
65,361.36,9219.43
66,363.39,9275.2
67,365.41,9311.83
68,367.44,9334.17
69,369.47,9397.77
70,371.49,9444
71,373.51,9413.33
72,375.54,9540.33
73,377.56,9567.7
74,379.58,9624.53
75,381.6,9669.7
76,383.61,9677.8
77,385.63,9746.1
78,387.65,9798.3
79,389.66,9851.67
80,391.68,9928.9
81,393.69,9959.13
82,395.71,10009.97
83,397.72,10087.43
84,399.73,10132.83
85,401.74,10214.13
86,403.75,10249.43
87,405.76,10336.63
88,407.77,10390.87
89,409.77,10459.4
90,411.78,10553.97
91,413.78,10613.73
92,415.79,10670.53
93,417.79,10706.03
94,419.79,10749.47
95,421.79,10799.5
96,423.79,10838.03
97,425.79,10882.73
98,427.79,10914.53
99,429.79,10935.87
100,431.78,10968.13
101,433.78,11036.6
102,435.77,11058.83
103,437.77,11110.57
104,439.76,11150
105,441.75,11222
106,443.74,11254.53
107,445.73,11342.73
108,447.72,11350.07
109,449.71,11400.37
110,451.7,11446.77
111,453.68,11522.97
112,455.67,11552
113,457.65,11586.77
114,459.64,11630.03
115,461.62,11681.83
116,463.6,11731.93
117,465.58,11756.77
118,467.56,11826.4
119,469.54,11860.97
120,471.52,11896.37
121,473.49,11945.17
122,475.47,12023.9
123,477.44,12064.87
124,479.42,12078.83
125,481.39,12108.53
126,483.36,12126.37
127,485.34,12155.1
128,487.31,12110.23
129,489.28,12100.7
130,491.24,12123.1
131,493.21,12069.83
132,495.18,12049.43
133,497.14,11992.8
134,499.11,11947.97
135,501.07,11938.73
