Minimal R Export

Pixel,Wavenumber,Processed
1,229.68,9674.13
2,231.77,10285.83
3,233.85,10778.93
4,235.94,11141.93
5,238.02,11381.2
6,240.1,11544.43
7,242.18,11647.33
8,244.26,11636.63
9,246.34,11607.17
10,248.42,11550.3
11,250.5,11458.43
12,252.58,11332.53
13,254.66,11192.97
14,256.73,11076.77
15,258.8,10972.07
16,260.88,10863.37
17,262.95,10719.1
18,265.02,10661.4
19,267.09,10561
20,269.16,10466.8
21,271.23,10354.93
22,273.3,10259.77
23,275.37,10179.03
24,277.43,10086.2
25,279.5,10000.97
26,281.56,9863.87
27,283.63,9758.7
28,285.69,9663.4
29,287.75,9570.5
30,289.81,9473.93
31,291.87,9392.4
32,293.93,9272.83
33,295.99,9195.87
34,298.05,9134.37
35,300.1,9041.97
36,302.16,8981.43
37,304.21,8911.97
38,306.26,8877.8
39,308.32,8841.8
40,310.37,8810.3
41,312.42,8773.87
42,314.47,8755.07
43,316.52,8744.13
44,318.57,8709.5
45,320.61,8752.93
46,322.66,8725.03
47,324.7,8728.3
48,326.75,8713.73
49,328.79,8772.77
50,330.83,8776.37
51,332.88,8745.7
52,334.92,8787.87
53,336.96,8817.73
54,338.99,8836.77
55,341.03,8838.6
56,343.07,8826.5
57,345.11,8880.67
58,347.14,8883.93
59,349.17,8949.27
60,351.21,8911.03
61,353.24,8961.33
62,355.27,8950.4
63,357.3,9014.9
64,359.33,9064.67
65,361.36,9071.77
66,363.39,9098.87
67,365.41,9144.47
68,367.44,9165.1
69,369.47,9229.37
70,371.49,9267.37
71,373.51,9240.17
72,375.54,9368.2
73,377.56,9390.5
74,379.58,9440.7
75,381.6,9501.97
76,383.61,9506.5
77,385.63,9585.93
78,387.65,9643.5
79,389.66,9675.83
80,391.68,9765.23
81,393.69,9798.4
82,395.71,9839.37
83,397.72,9927.5
84,399.73,9975.8
85,401.74,10042.03
86,403.75,10093.1
87,405.76,10167.33
88,407.77,10227.1
89,409.77,10295.27
90,411.78,10404.93
91,413.78,10469.47
92,415.79,10507.1
93,417.79,10558.67
94,419.79,10610.47
95,421.79,10649.7
96,423.79,10693.83
97,425.79,10732.37
98,427.79,10797.97
99,429.79,10817.83
100,431.78,10847.23
101,433.78,10901.03
102,435.77,10933.67
103,437.77,10976.93
104,439.76,11011.57
105,441.75,11089.73
106,443.74,11108.03
107,445.73,11187.2
108,447.72,11197.7
109,449.71,11249.9
110,451.7,11317.47
111,453.68,11378.73
112,455.67,11429.27
113,457.65,11478.37
114,459.64,11505.97
115,461.62,11560.33
116,463.6,11601.53
117,465.58,11653.97
118,467.56,11680.83
119,469.54,11746.97
120,471.52,11786.4
121,473.49,11824.8
122,475.47,11889.03
123,477.44,11941.57
124,479.42,11963.17
125,481.39,11980.23
126,483.36,12015.03
127,485.34,12041.33
128,487.31,12014.77
129,489.28,12005.13
130,491.24,12002.97
131,493.21,11946.73
132,495.18,11920.7
133,497.14,11872.53
134,499.11,11830.93
135,501.07,11803.03
136,503.04,11774.2
137,505,11718.93
138,506.96,11697.6
139,508.92,11750.83
140,510.88,11758.33
141,512.84,11750.03
142,514.79,11817.83
143,516.75,11840.83
144,518.71,11886.83
145,520.66,11903.4
146,522.62,11957.93
147,524.57,11970.17
148,526.52,11998.97
149,528.47,12014.4
150,530.42,12048.17
151,532.37,12113.03
152,534.32,12185.97
153,536.27,12147.5
154,538.21,12239.37
155,540.16,12250.93
156,542.1,12250.47
157,544.04,12216.17
158,545.99,12223.3
159,547.93,12201.1
160,549.87,12150.1
161,551.81,12117.17
162,553.75,12118.47
163,555.69,12094.37
164,557.62,12095.17
165,559.56,12123.3
166,561.49,12101.87
167,563.43,12154.97
168,565.36,12168.47
169,567.29,12199.9
170,569.23,12222.9
171,571.16,12260.77
172,573.09,12302.37
173,575.01,12306.63
174,576.94,12342.7
175,578.87,12384.53
176,580.79,12421.3
177,582.72,12467.8
178,584.64,12559.4
179,586.57,12637.13
180,588.49,12692
181,590.41,12808.37
182,592.33,12885.43
183,594.25,13019.43
184,596.17,13158.7
185,598.08,13276.17
186,600,13417.33
187,601.92,13637.07
188,603.83,13797.87
189,605.74,13980.07
190,607.66,14143.27
191,609.57,14334.47
192,611.48,14568.13
193,613.39,14765.27
194,615.3,15002.67
195,617.21,15236.1
196,619.11,15452.3
197,621.02,15644.67
198,622.92,15918.7
199,624.83,16088.63
200,626.73,16269.67
201,628.63,16484.87
202,630.53,16643.73
203,632.44,16848.77
204,634.33,17054.17
205,636.23,17248.87
206,638.13,17460.9
207,640.03,17561.57
208,641.92,17972.7
209,643.82,18123
210,645.71,18347
211,647.61,18527.1
212,649.5,18736.07
213,651.39,18942.3
214,653.28,19159.53
215,655.17,19388.93
216,657.06,19575.9
217,658.94,19815.53
218,660.83,20019.4
219,662.72,20178.43
220,664.6,20415.4
221,666.48,20609.03
222,668.37,20732.6
223,670.25,20895.6
224,672.13,21033.37
225,674.01,21163.57
226,675.89,21307.03
227,677.77,21356.37
228,679.64,21494.03
229,681.52,21571.5
230,683.39,21588.83
231,685.27,21714.97
232,687.14,21749.23
233,689.01,21760.83
234,690.88,21821.87
235,692.76,21873.57
236,694.62,21895.9
237,696.49,21898.9
238,698.36,21930.1
239,700.23,21904.1
240,702.09,21877.6
241,703.96,21838.53
242,705.82,21816.7
243,707.68,21779.5
244,709.55,21707
245,711.41,21665.63
246,713.27,21537.83
247,715.13,21472.77
248,716.99,21344.03
249,718.84,21272.6
250,720.7,21172.9
251,722.55,21107.13
252,724.41,21002.5
253,726.26,21001.63
254,728.11,21007.1
255,729.97,20988.83
256,731.82,21002.27
257,733.67,20994
258,735.52,20976.87
259,737.36,20933.73
260,739.21,20847.33
261,741.06,20719.83
262,742.9,20616.27
263,744.75,20466.03
264,746.59,20409.03
265,748.43,20312.57
266,750.27,20225.97
267,752.11,20214.43
268,753.95,20131.2
269,755.79,20045.73
270,757.63,19996.2
271,759.46,19986.77
272,761.3,19855.4
273,763.13,19834.43
274,764.97,19818.7
275,766.8,19782.77
276,768.63,19694.57
277,770.46,19708.97
278,772.29,19662.13
279,774.12,19609.03
280,775.95,19620.2
281,777.78,19586.23
282,779.6,19587.73
283,781.43,19556.87
284,783.25,19537.4
285,785.08,19545.6
286,786.9,19499.07
287,788.72,19478.83
288,790.54,19504.37
289,792.36,19434.87
290,794.18,19403.07
291,796,19420.2
292,797.81,19352.37
293,799.63,19325.1
294,801.44,19309.13
295,803.26,19279.77
296,805.07,19292.5
297,806.88,19284.93
298,808.69,19311.77
299,810.5,19365.33
300,812.31,19368.4
301,814.12,19458.23
302,815.93,19449.8
303,817.74,19452.07
304,819.54,19395.37
305,821.35,19360.33
306,823.15,19295.33
307,824.95,19244.1
308,826.75,19284.47
309,828.55,19204.07
310,830.35,19184.63
311,832.15,19171.2
312,833.95,19174.87
313,835.75,19116.1
314,837.54,19166.77
315,839.34,19182.63
316,841.13,19201.5
317,842.92,19242.87
318,844.72,19261.83
319,846.51,19290.97
320,848.3,19300.73
321,850.09,19249.73
322,851.88,19275.6
323,853.66,19245.6
324,855.45,19186.13
325,857.24,19081.27
326,859.02,18970.07
327,860.8,18898.67
328,862.59,18804.07
329,864.37,18690.53
330,866.15,18596.4
331,867.93,18543.33
332,869.71,18412.3
333,871.49,18354.3
334,873.26,18214.73
335,875.04,18121.2
336,876.81,18022.97
337,878.59,17945.33
338,880.36,17824.77
339,882.13,17743.6
340,883.9,17679.33
341,885.68,17564.1
342,887.44,17494.47
343,889.21,17437.23
344,890.98,17365.03
345,892.75,17327
346,894.51,17211.4
347,896.28,17166.7
348,898.04,17115.27
349,899.8,17045.53
350,901.57,17027.23
351,903.33,16967.43
352,905.09,16927.8
353,906.85,16878
354,908.6,16841.73
355,910.36,16804.77
356,912.12,16760.43
357,913.87,16730.97
358,915.63,16715.37
359,917.38,16713.97
360,919.13,16680.6
361,920.88,16686.5
362,922.63,16675.37
363,924.38,16709.63
364,926.13,16700.47
365,927.88,16728.37
366,929.63,16727.87
367,931.37,16705.77
368,933.12,16752.1
369,934.86,16693.3
370,936.6,16692.23
371,938.35,16680.17
372,940.09,16657.2
373,941.83,16633.8
374,943.57,16625
375,945.3,16619.13
376,947.04,16584.33
377,948.78,16562.23
378,950.51,16509.97
379,952.25,16466.73
380,953.98,16441.3
381,955.71,16384.73
382,957.44,16349.07
383,959.17,16295.87
384,960.9,16227.8
385,962.63,16224.9
386,964.36,16105.77
387,966.09,16071.8
388,967.81,16008.9
389,969.54,15929
390,971.26,15893.03
391,972.98,15816.63
392,974.71,15769.47
393,976.43,15731.63
394,978.15,15669.3
395,979.87,15632.3
396,981.58,15556.67
397,983.3,15526.03
398,985.02,15500.57
399,986.73,15466.67
400,988.45,15454.17
401,990.16,15447.43
402,991.87,15446.73
403,993.59,15586.97
404,995.3,15784.67
405,997.01,16038.53
406,998.71,16318.47
407,1000.42,16480.7
408,1002.13,16446.3
409,1003.83,16227.1
410,1005.54,15849.63
411,1007.24,15461.7
412,1008.95,15157.57
413,1010.65,14876
414,1012.35,14696.13
415,1014.05,14544.87
416,1015.75,14475.37
417,1017.45,14424.27
418,1019.14,14402.27
419,1020.84,14367.53
420,1022.54,14388.47
421,1024.23,14382.67
422,1025.92,14359.9
423,1027.62,14337.8
424,1029.31,14291.6
425,1031,14206.67
426,1032.69,14146.67
427,1034.38,14084.17
428,1036.06,14041.9
429,1037.75,14014.13
430,1039.44,13960.4
431,1041.12,13967.03
432,1042.81,13915.8
433,1044.49,13869.87
434,1046.17,13848.33
435,1047.85,13806.53
436,1049.53,13769.77
437,1051.21,13659.03
438,1052.89,13604.4
439,1054.57,13494.43
440,1056.24,13419.9
441,1057.92,13362.93
442,1059.59,13224
443,1061.27,13155.07
444,1062.94,13006.63
445,1064.61,12909.23
446,1066.28,12795.47
447,1067.95,12671.87
448,1069.62,12565.57
449,1071.29,12475.4
450,1072.95,12379.3
451,1074.62,12305.97
452,1076.29,12193.43
453,1077.95,12219.97
454,1079.61,12120.87
455,1081.27,12045.13
456,1082.94,12042.73
457,1084.6,11981.4
458,1086.26,11922.5
459,1087.91,11869.1
460,1089.57,11813.03
461,1091.23,11775.47
462,1092.88,11745.8
463,1094.54,11685.73
464,1096.19,11640.2
465,1097.84,11579.07
466,1099.49,11541.3
467,1101.15,11513.3
468,1102.79,11456.07
469,1104.44,11450.8
470,1106.09,11422.7
471,1107.74,11447.13
472,1109.38,11400.23
473,1111.03,11417.63
474,1112.67,11414.93
475,1114.32,11398.3
476,1115.96,11397.6
477,1117.6,11366.77
478,1119.24,11370.5
479,1120.88,11327.27
480,1122.52,11266.07
481,1124.15,11274.23
482,1125.79,11221.7
483,1127.43,11183.5
484,1129.06,11146.23
485,1130.69,11102.97
486,1132.33,11066.57
487,1133.96,11028.47
488,1135.59,10999.07
489,1137.22,10945.03
490,1138.85,10912.27
491,1140.47,10856.27
492,1142.1,10792.8
493,1143.73,10764.97
494,1145.35,10742.5
495,1146.98,10662.1
496,1148.6,10684.97
497,1150.22,10635.9
498,1151.84,10612.13
499,1153.46,10568.97
500,1155.08,10545.63
501,1156.7,10525.03
502,1158.32,10530.4
503,1159.93,10509.6
504,1161.55,10471.8
505,1163.16,10407.57
506,1164.78,10407.13
507,1166.39,10400.13
508,1168,10363.97
509,1169.61,10365.5
510,1171.22,10305.27
511,1172.83,10264
512,1174.44,10233.03
513,1176.04,10148
514,1177.65,10105.97
515,1179.26,10016.07
516,1180.86,9971.53
517,1182.46,9908.73
518,1184.06,9878.33
519,1185.67,9805.7
520,1187.27,9810.63
521,1188.86,9741.63
522,1190.46,9713.4
523,1192.06,9713.7
524,1193.66,9680.33
525,1195.25,9673.73
526,1196.85,9634.6
527,1198.44,9613
528,1200.03,9558.73
529,1201.62,9579.57
530,1203.21,9505.73
531,1204.8,9477.43
532,1206.39,9460.37
533,1207.98,9389.5
534,1209.57,9338.37
535,1211.15,9318.27
536,1212.74,9257.6
537,1214.32,9227.97
538,1215.91,9139.83
539,1217.49,9114.93
540,1219.07,9055.5
541,1220.65,8979.33
542,1222.23,8940.03
543,1223.81,8880.73
544,1225.38,8832.63
545,1226.96,8721.5
546,1228.53,8707.8
547,1230.11,8662.27
548,1231.68,8608
549,1233.25,8567.6
550,1234.83,8506.5
551,1236.4,8472.5
552,1237.97,8438.83
553,1239.54,8382.63
554,1241.1,8338.2
555,1242.67,8309.53
556,1244.24,8258.17
557,1245.8,8192.77
558,1247.36,8166.47
559,1248.93,8066.27
560,1250.49,8022.17
561,1252.05,7977.7
562,1253.61,7895.4
563,1255.17,7851.53
564,1256.73,7775.67
565,1258.28,7708.2
566,1259.84,7652.83
567,1261.4,7561.63
568,1262.95,7559.1
569,1264.5,7488.8
570,1266.06,7415.33
571,1267.61,7354.33
572,1269.16,7281.37
573,1270.71,7249.6
574,1272.26,7223.37
575,1273.8,7140.53
576,1275.35,7084.07
577,1276.9,7053.4
578,1278.44,6975.37
579,1279.99,6976.87
580,1281.53,6927.13
581,1283.07,6854.43
582,1284.61,6818.17
583,1286.15,6766.33
584,1287.69,6688.1
585,1289.23,6675.53
586,1290.77,6587.53
587,1292.3,6532.5
588,1293.84,6458
589,1295.37,6373.07
590,1296.9,6353.47
591,1298.44,6280.73
592,1299.97,6250.03
593,1301.5,6176.03
594,1303.03,6129.17
595,1304.56,6084.07
596,1306.08,6025.67
597,1307.61,5974.33
598,1309.14,5956.67
599,1310.66,5914.2
600,1312.19,5865.6
601,1313.71,5796.8
602,1315.23,5775.9
603,1316.75,5743.73
604,1318.27,5698.43
605,1319.79,5642.43
606,1321.31,5611.53
607,1322.83,5588.33
608,1324.34,5531.43
609,1325.86,5467.5
610,1327.37,5443.43
611,1328.88,5401.8
612,1330.4,5334.17
613,1331.91,5315.6
614,1333.42,5273.13
615,1334.93,5206.6
616,1336.44,5166.17
617,1337.94,5156.13
618,1339.45,5073.8
619,1340.96,5026.53
620,1342.46,4976.87
621,1343.97,4946.63
622,1345.47,4908.9
623,1346.97,4871.93
624,1348.47,4806.37
625,1349.97,4772.97
626,1351.47,4740.93
627,1352.97,4689.23
628,1354.46,4683.63
629,1355.96,4631.03
630,1357.46,4595.83
631,1358.95,4556.17
632,1360.44,4522.13
633,1361.94,4505.03
634,1363.43,4463.4
635,1364.92,4445.37
636,1366.41,4421.6
637,1367.9,4389.43
638,1369.38,4358.8
639,1370.87,4342.57
640,1372.36,4317.67
641,1373.84,4285.5
642,1375.32,4301
643,1376.81,4263.37
644,1378.29,4217.9
645,1379.77,4243.5
646,1381.25,4211.7
647,1382.73,4211.07
648,1384.21,4188.8
649,1385.68,4161.87
650,1387.16,4154.6
651,1388.63,4103.77
652,1390.11,4083
653,1391.58,4079.43
654,1393.05,4055.8
655,1394.53,4012.5
656,1396,4017.13
657,1397.46,3985.33
658,1398.93,3981.8
659,1400.4,3954.3
660,1401.87,3942.57
661,1403.33,3943.17
662,1404.8,3942.93
663,1406.26,3914.13
664,1407.72,3889.87
665,1409.19,3895.67
666,1410.65,3889.4
667,1412.11,3865.2
668,1413.57,3862.03
669,1415.02,3845.67
670,1416.48,3832.53
671,1417.94,3826.1
672,1419.39,3806.9
673,1420.85,3776.63
674,1422.3,3793.77
675,1423.75,3763.33
676,1425.2,3734.97
677,1426.65,3771.4
678,1428.1,3807.77
679,1429.55,3740.13
680,1431,3707.17
681,1432.44,3680.27
682,1433.89,3652.9
683,1435.33,3670.6
684,1436.78,3669.33
685,1438.22,3667.67
686,1439.66,3648.03
687,1441.1,3659.4
688,1442.54,3644.97
689,1443.98,3602
690,1445.42,3654.9
691,1446.86,3623.37
692,1448.29,3629.33
693,1449.73,3615.53
694,1451.16,3640.33
695,1452.59,3653.4
696,1454.03,3655.9
697,1455.46,3654.7
698,1456.89,3705.1
699,1458.32,3705.4
700,1459.75,3743.57
701,1461.17,3753.03
702,1462.6,3781.1
703,1464.02,3763.03
704,1465.45,3758.77
705,1466.87,3761.37
706,1468.3,3731.83
707,1469.72,3723.4
708,1471.14,3667.1
709,1472.56,3648.87
710,1473.98,3610.77
711,1475.39,3569.43
712,1476.81,3529.03
713,1478.23,3504.43
714,1479.64,3461.73
715,1481.06,3422.2
716,1482.47,3375.63
717,1483.88,3362.37
718,1485.29,3331.8
719,1486.7,3314.63
720,1488.11,3294.57
721,1489.52,3279.3
722,1490.93,3280.13
723,1492.33,3233.77
724,1493.74,3255.37
725,1495.14,3239.2
726,1496.55,3224.87
727,1497.95,3222.5
728,1499.35,3231.23
729,1500.75,3212.13
730,1502.15,3196.13
731,1503.55,3218.6
732,1504.95,3198.37
733,1506.34,3203.67
734,1507.74,3199.7
735,1509.14,3193.3
736,1510.53,3194.57
737,1511.92,3178.6
738,1513.31,3169.47
739,1514.71,3181.3
740,1516.1,3155.1
741,1517.48,3167.93
742,1518.87,3148.17
