Minimal R Export

Pixel,Wavenumber,Processed
1,229.68,9651.6
2,231.77,10269.27
3,233.85,10764.5
4,235.94,11123.97
5,238.02,11370.87
6,240.1,11501.9
7,242.18,11598.6
8,244.26,11614.67
9,246.34,11576.97
10,248.42,11515.3
11,250.5,11428.73
12,252.58,11290.37
13,254.66,11171.47
14,256.73,11044.73
15,258.8,10939.83
16,260.88,10871.83
17,262.95,10734.83
18,265.02,10682.53
19,267.09,10573.2
20,269.16,10493.43
21,271.23,10397.1
22,273.3,10304.97
23,275.37,10231.67
24,277.43,10126.53
25,279.5,10058.33
26,281.56,9914.7
27,283.63,9822.33
28,285.69,9757.6
29,287.75,9649.9
30,289.81,9572.4
31,291.87,9493.27
32,293.93,9379.53
33,295.99,9302.53
34,298.05,9236.87
35,300.1,9153.47
36,302.16,9114.1
37,304.21,9047.23
38,306.26,9029.37
39,308.32,8964.3
40,310.37,8937.53
41,312.42,8931.43
42,314.47,8919.97
43,316.52,8929.2
44,318.57,8873.97
45,320.61,8903.6
46,322.66,8912.97
47,324.7,8903.1
48,326.75,8877.27
49,328.79,8946
50,330.83,8953.03
51,332.88,8911.77
52,334.92,8936.47
53,336.96,8968.27
54,338.99,8983.9
55,341.03,8994.87
56,343.07,9007.63
57,345.11,9030.03
58,347.14,9044.67
59,349.17,9083.57
60,351.21,9064.3
61,353.24,9119.8
62,355.27,9104.37
63,357.3,9189.23
64,359.33,9222.63
65,361.36,9207.53
66,363.39,9254.87
67,365.41,9281.8
68,367.44,9331.03
69,369.47,9381.3
70,371.49,9412.57
71,373.51,9400.67
72,375.54,9508.97
73,377.56,9526.37
74,379.58,9587.63
75,381.6,9639.33
76,383.61,9653.37
77,385.63,9738.9
78,387.65,9780.3
79,389.66,9822.93
80,391.68,9880.33
81,393.69,9919.3
82,395.71,9976.97
83,397.72,10054.63
84,399.73,10125.57
85,401.74,10171.87
86,403.75,10207.37
87,405.76,10300.17
88,407.77,10379.7
89,409.77,10456.07
90,411.78,10539.97
91,413.78,10589.17
92,415.79,10641
93,417.79,10673.57
94,419.79,10725.8
95,421.79,10768.03
96,423.79,10810.37
97,425.79,10849.63
98,427.79,10900.83
99,429.79,10918.07
100,431.78,10950.57
101,433.78,11010.93
102,435.77,11056.87
103,437.77,11072
104,439.76,11132.07
105,441.75,11195
106,443.74,11224.6
