Minimal R Export

Pixel,Wavenumber,Processed
1,229.68,9588.93
2,231.77,10214.6
3,233.85,10707.97
4,235.94,11043.47
5,238.02,11316.7
6,240.1,11461.83
7,242.18,11552.47
8,244.26,11588.1
9,246.34,11556.87
10,248.42,11486.33
11,250.5,11386.13
12,252.58,11292.93
13,254.66,11155.17
14,256.73,11054
15,258.8,10927.17
16,260.88,10830.83
17,262.95,10693.6
18,265.02,10603.73
19,267.09,10531.6
20,269.16,10418.13
21,271.23,10363.47
22,273.3,10258
23,275.37,10151.07
24,277.43,10050.03
25,279.5,9974.23
26,281.56,9859.07
27,283.63,9792.4
28,285.69,9684
29,287.75,9554
30,289.81,9436.73
31,291.87,9341.5
32,293.93,9292.37
33,295.99,9202.03
34,298.05,9143.87
35,300.1,9064
36,302.16,8994.1
37,304.21,8933.03
38,306.26,8898.27
39,308.32,8867.4
40,310.37,8815.23
41,312.42,8791.2
42,314.47,8774.4
43,316.52,8731
44,318.57,8746.33
45,320.61,8746.83
46,322.66,8716.8
47,324.7,8740.73
48,326.75,8783.23
49,328.79,8767.8
50,330.83,8741.07
51,332.88,8762.5
52,334.92,8787.33
53,336.96,8794.13
54,338.99,8813.53
55,341.03,8815.83
56,343.07,8844.33
57,345.11,8855.73
58,347.14,8893.3
59,349.17,8893.87
60,351.21,8939.77
61,353.24,8973.8
62,355.27,9015.43
63,357.3,9040.87
64,359.33,9003.07
65,361.36,9048.9
66,363.39,9051.37
67,365.41,9128.63
68,367.44,9179.57
69,369.47,9156.23
70,371.49,9176.93
71,373.51,9271.3
72,375.54,9342.17
73,377.56,9361.17
74,379.58,9435.2
75,381.6,9436.7
76,383.61,9504.87
77,385.63,9543.73
78,387.65,9598.83
79,389.66,9662.9
80,391.68,9721.53
81,393.69,9768.33
82,395.71,9809.23
83,397.72,9841.73
84,399.73,9912.7
85,401.74,9992.77
86,403.75,10058.7
87,405.76,10128.7
88,407.77,10203.1
89,409.77,10270.27
90,411.78,10328.73
91,413.78,10401.53
92,415.79,10462.93
93,417.79,10490.77
94,419.79,10569.3
95,421.79,10613.57
96,423.79,10664.97
97,425.79,10683.87
98,427.79,10726.93
99,429.79,10714.57
100,431.78,10806.43
101,433.78,10841.67
102,435.77,10874.33
103,437.77,10914.43
