Minimal R Export

Pixel,Wavenumber,Processed
1,229.68,8815.37
2,231.77,9361.27
3,233.85,9815.87
4,235.94,10161.97
5,238.02,10375.6
6,240.1,10552.63
7,242.18,10643.47
8,244.26,10650.63
9,246.34,10612.03
10,248.42,10582.43
11,250.5,10494.8
12,252.58,10397.27
13,254.66,10306.03
14,256.73,10193
15,258.8,10090.17
16,260.88,10015.97
17,262.95,9926.37
18,265.02,9882.17
19,267.09,9775.63
20,269.16,9682.67
21,271.23,9611.17
22,273.3,9502.47
23,275.37,9481.7
24,277.43,9359.3
25,279.5,9282.33
26,281.56,9207.43
27,283.63,9113.5
28,285.69,9015.87
29,287.75,8924.17
30,289.81,8861.47
31,291.87,8769.97
32,293.93,8703.1
33,295.99,8618.07
34,298.05,8571.17
35,300.1,8484.7
36,302.16,8432.13
37,304.21,8412.77
38,306.26,8345.2
39,308.32,8342.53
40,310.37,8289.03
41,312.42,8287.4
42,314.47,8261.7
43,316.52,8240.2
44,318.57,8233.23
45,320.61,8282.27
46,322.66,8298.67
47,324.7,8258.6
48,326.75,8278.37
49,328.79,8273.1
50,330.83,8251.23
51,332.88,8284.77
52,334.92,8320.17
53,336.96,8360.7
54,338.99,8345.03
55,341.03,8324.37
56,343.07,8366.43
57,345.11,8409.1
58,347.14,8441.33
59,349.17,8487.87
60,351.21,8493.33
61,353.24,8484.23
62,355.27,8527.87
63,357.3,8561.23
64,359.33,8585.93
65,361.36,8607.7
66,363.39,8652.77
67,365.41,8700.47
68,367.44,8696.7
69,369.47,8735.5
70,371.49,8767.93
71,373.51,8806.6
72,375.54,8925.5
73,377.56,8942.33
74,379.58,8985.77
75,381.6,8999.6
76,383.61,9055.8
77,385.63,9117.77
78,387.65,9152
79,389.66,9239.2
80,391.68,9265.4
81,393.69,9294
82,395.71,9336.4
83,397.72,9416.73
84,399.73,9439.67
85,401.74,9512.13
86,403.75,9586.7
87,405.76,9663.33
88,407.77,9689.8
89,409.77,9783.9
90,411.78,9850.93
91,413.78,9923.4
92,415.79,9978.07
93,417.79,10022.17
94,419.79,10060.33
95,421.79,10055.23
96,423.79,10131.3
97,425.79,10168.1
98,427.79,10221.93
99,429.79,10255.8
100,431.78,10270.37
101,433.78,10294.57
102,435.77,10335.27
103,437.77,10399.57
104,439.76,10468.07
105,441.75,10536.23
106,443.74,10577.67
107,445.73,10567.2
108,447.72,10590.7
109,449.71,10664.43
110,451.7,10719.13
111,453.68,10776.77
112,455.67,10832.23
113,457.65,10863.43
114,459.64,10928.63
115,461.62,10979.43
116,463.6,10997.2
117,465.58,11012.63
118,467.56,11064.17
119,469.54,11141.87
120,471.52,11180.3
121,473.49,11221.2
122,475.47,11281.33
123,477.44,11340.97
124,479.42,11334.8
125,481.39,11361.93
126,483.36,11401.23
127,485.34,11408.73
128,487.31,11363.6
129,489.28,11374.97
130,491.24,11362.7
131,493.21,11366.13
132,495.18,11323.4
133,497.14,11280.57
134,499.11,11224.57
135,501.07,11201.63
136,503.04,11162.53
137,505,11121.47
138,506.96,11155.43
139,508.92,11153.87
140,510.88,11145.03
141,512.84,11129.83
142,514.79,11182.83
143,516.75,11244.73
144,518.71,11274.37
145,520.66,11298.8
146,522.62,11323.03
147,524.57,11301.37
148,526.52,11322.93
149,528.47,11331.07
150,530.42,11364
151,532.37,11450.4
152,534.32,11493
153,536.27,11522.23
154,538.21,11567.43
155,540.16,11572.27
156,542.1,11597.03
157,544.04,11585.6
158,545.99,11602.43
159,547.93,11590.03
160,549.87,11559.9
161,551.81,11528.23
162,553.75,11516.1
163,555.69,11526.93
164,557.62,11570.97
165,559.56,11584.77
166,561.49,11571.73
167,563.43,11620.03
168,565.36,11614.77
169,567.29,11664.7
170,569.23,11683.7
