Minimal R Export

Pixel,Wavenumber,Processed
1,229.68,9590.57
2,231.77,10202.67
3,233.85,10702.87
4,235.94,11043.5
5,238.02,11317.5
6,240.1,11460.93
7,242.18,11547.2
8,244.26,11578.8
9,246.34,11563.27
10,248.42,11477.07
11,250.5,11378.97
12,252.58,11285.57
13,254.66,11153.93
14,256.73,11039.03
15,258.8,10918.3
16,260.88,10837.17
17,262.95,10719
18,265.02,10612.2
19,267.09,10548.3
20,269.16,10440.8
21,271.23,10368.9
22,273.3,10260.47
23,275.37,10161.83
24,277.43,10064.47
25,279.5,10002.1
26,281.56,9887.47
27,283.63,9820.57
28,285.69,9704.33
29,287.75,9581.37
30,289.81,9464.33
31,291.87,9385.67
32,293.93,9331.03
33,295.99,9257.17
34,298.05,9183.7
35,300.1,9100.13
36,302.16,9024.4
37,304.21,8961.8
38,306.26,8946.4
39,308.32,8918.9
40,310.37,8875.33
41,312.42,8833.3
42,314.47,8823.9
43,316.52,8795.8
44,318.57,8818.3
45,320.61,8801.53
46,322.66,8801.03
47,324.7,8798.9
48,326.75,8846.83
49,328.79,8833.33
50,330.83,8795.27
51,332.88,8839.73
52,334.92,8855
53,336.96,8850.17
54,338.99,8884.23
55,341.03,8874.83
56,343.07,8910.17
57,345.11,8922.2
58,347.14,8961.07
59,349.17,8963.87
60,351.21,8989.97
61,353.24,9030.3
62,355.27,9088.7
63,357.3,9112.63
64,359.33,9073.07
65,361.36,9097.17
66,363.39,9110.5
67,365.41,9192.43
68,367.44,9230
69,369.47,9221.6
70,371.49,9238.5
71,373.51,9331.1
72,375.54,9394.3
73,377.56,9424.53
74,379.58,9491.43
75,381.6,9500.73
76,383.61,9576.13
77,385.63,9604.63
78,387.65,9664.27
79,389.66,9740.37
80,391.68,9775.7
81,393.69,9839.3
82,395.71,9883.83
83,397.72,9911.03
84,399.73,9956.23
85,401.74,10062.5
86,403.75,10115.23
87,405.76,10179.67
88,407.77,10246.2
89,409.77,10325.57
90,411.78,10372.6
91,413.78,10451.33
92,415.79,10518.17
93,417.79,10560.77
94,419.79,10616
95,421.79,10668.93
96,423.79,10728.2
97,425.79,10736.1
98,427.79,10786.13
99,429.79,10769.6
100,431.78,10857.33
101,433.78,10900.47
102,435.77,10939.47
103,437.77,10962.37
104,439.76,11029.33
105,441.75,11070.37
106,443.74,11121.23
107,445.73,11157.43
108,447.72,11231.4
109,449.71,11273.1
110,451.7,11287.27
111,453.68,11362.33
112,455.67,11422.13
113,457.65,11459.37
114,459.64,11521.23
115,461.62,11569.1
116,463.6,11577.67
117,465.58,11603.27
118,467.56,11665.33
119,469.54,11722.27
120,471.52,11799.6
121,473.49,11845.67
122,475.47,11881.3
