Minimal R Export

Pixel,Wavenumber,Processed
1,229.68,9457.53
2,231.77,10046.07
3,233.85,10541.6
4,235.94,10932.63
5,238.02,11164.7
6,240.1,11354
7,242.18,11440.9
8,244.26,11437
9,246.34,11413.57
10,248.42,11365.77
11,250.5,11287.5
12,252.58,11167.3
13,254.66,11059.13
14,256.73,10931.67
15,258.8,10830.2
16,260.88,10742.5
17,262.95,10628.37
18,265.02,10574.6
19,267.09,10473.5
20,269.16,10410.3
21,271.23,10295.17
22,273.3,10171.57
23,275.37,10138.43
24,277.43,10031.77
25,279.5,9924.4
26,281.56,9868
27,283.63,9739.83
28,285.69,9632.3
29,287.75,9544.63
30,289.81,9478.8
31,291.87,9387.43
32,293.93,9299.13
33,295.99,9213
34,298.05,9150.07
35,300.1,9048.6
36,302.16,8999.7
37,304.21,8951.97
38,306.26,8905.87
39,308.32,8903.07
40,310.37,8847.07
41,312.42,8831.4
42,314.47,8796.93
43,316.52,8786.87
44,318.57,8771.8
45,320.61,8821.63
46,322.66,8823.23
47,324.7,8784.57
48,326.75,8813.8
49,328.79,8820.47
50,330.83,8806.37
51,332.88,8841.33
52,334.92,8882.5
53,336.96,8917.73
54,338.99,8923.57
55,341.03,8902.5
56,343.07,8938.63
57,345.11,8980.6
58,347.14,9010.73
59,349.17,9070.57
60,351.21,9081.13
61,353.24,9072.77
62,355.27,9110.03
63,357.3,9148.47
64,359.33,9171.63
65,361.36,9200.93
66,363.39,9246.8
67,365.41,9298.3
68,367.44,9291.17
69,369.47,9341.1
70,371.49,9377.6
71,373.51,9420.73
72,375.54,9544.9
73,377.56,9573.8
74,379.58,9616.9
75,381.6,9624.33
76,383.61,9702.6
77,385.63,9764.6
78,387.65,9811.8
79,389.66,9900.77
80,391.68,9927.73
81,393.69,9952.43
82,395.71,9999.63
83,397.72,10087.23
84,399.73,10133
85,401.74,10190.53
86,403.75,10300.03
87,405.76,10369
88,407.77,10414.13
89,409.77,10519.03
90,411.78,10599.97
91,413.78,10660.4
92,415.79,10730.37
93,417.79,10777.37
94,419.79,10804.77
95,421.79,10829.9
96,423.79,10907.7
97,425.79,10964.63
98,427.79,10996.9
99,429.79,11039.93
100,431.78,11068.1
101,433.78,11075.3
102,435.77,11140.5
103,437.77,11200.97
104,439.76,11268.3
105,441.75,11344.1
106,443.74,11394.97
107,445.73,11427.87
108,447.72,11428.8
109,449.71,11504.97
110,451.7,11576.77
111,453.68,11621.57
112,455.67,11681.47
113,457.65,11713.97
114,459.64,11766.03
115,461.62,11850.17
116,463.6,11862.1
117,465.58,11898.87
118,467.56,11963.8
119,469.54,12030.17
120,471.52,12069.8
121,473.49,12122.33
122,475.47,12206.77
123,477.44,12238.9
124,479.42,12237.6
125,481.39,12284.43
126,483.36,12316.97
127,485.34,12345.3
128,487.31,12276.07
129,489.28,12296.27
130,491.24,12299.63
131,493.21,12275
132,495.18,12242.17
133,497.14,12197.33
134,499.11,12151.37
135,501.07,12128.3
136,503.04,12062.1
137,505,12040.1
138,506.96,12066.9
139,508.92,12057
140,510.88,12058.63
141,512.84,12044.1
142,514.79,12083.73
143,516.75,12157.5
144,518.71,12187.63
145,520.66,12217.87
146,522.62,12264.63
147,524.57,12229.53
148,526.52,12287.1
149,528.47,12280.7
150,530.42,12322.3
151,532.37,12412.73
152,534.32,12452
153,536.27,12493.07
154,538.21,12531.47
155,540.16,12558.17
156,542.1,12579.53
157,544.04,12571.87
158,545.99,12586.9
159,547.93,12571.57
160,549.87,12535
161,551.81,12497.37
162,553.75,12509.07
163,555.69,12514.13
164,557.62,12551.97
165,559.56,12577.1
166,561.49,12577.63
167,563.43,12611.43
168,565.36,12621
169,567.29,12662.9
170,569.23,12684.17
171,571.16,12740.73
172,573.09,12796.53
173,575.01,12802.77
174,576.94,12818.33
175,578.87,12851.63
176,580.79,12946.27
177,582.72,13000.07
178,584.64,13077.67
179,586.57,13169.77
180,588.49,13240.8
181,590.41,13341.1
182,592.33,13446.43
183,594.25,13589.63
184,596.17,13709.03
185,598.08,13887.03
186,600,14001.93
187,601.92,14201.37
188,603.83,14378.67
189,605.74,14567.5
190,607.66,14777.53
191,609.57,14998.13
192,611.48,15274.37
193,613.39,15447.07
194,615.3,15667.73
195,617.21,15915.23
196,619.11,16132.57
197,621.02,16385.27
198,622.92,16657.07
199,624.83,16860.03
200,626.73,17019.8
201,628.63,17263.33
202,630.53,17468.43
203,632.44,17679.37
204,634.33,17875.23
205,636.23,18106.7
206,638.13,18352.27
207,640.03,18504.43
208,641.92,18886.6
209,643.82,19080.9
210,645.71,19290.1
211,647.61,19526.97
212,649.5,19776.47
213,651.39,19972.4
214,653.28,20231.73
215,655.17,20460.3
216,657.06,20684.73
217,658.94,20922.1
218,660.83,21184.87
219,662.72,21370.2
220,664.6,21573.03
221,666.48,21794.47
222,668.37,21954.6
223,670.25,22163.07
224,672.13,22286.47
225,674.01,22449.97
226,675.89,22567.43
227,677.77,22668.47
228,679.64,22813.8
229,681.52,22897.2
230,683.39,22939.83
231,685.27,23055.57
232,687.14,23101.9
233,689.01,23142.93
234,690.88,23206.03
235,692.76,23286.37
236,694.62,23298.17
237,696.49,23333.43
238,698.36,23396.93
239,700.23,23369.9
240,702.09,23362.57
241,703.96,23351.2
242,705.82,23325.4
243,707.68,23299.33
244,709.55,23219.73
245,711.41,23120.37
246,713.27,23031.1
247,715.13,22934.33
248,716.99,22824.03
249,718.84,22741.3
250,720.7,22633.03
251,722.55,22585
252,724.41,22473.47
253,726.26,22443.3
254,728.11,22405.37
255,729.97,22386.13
256,731.82,22402.33
257,733.67,22417.93
258,735.52,22398.47
259,737.36,22321.6
260,739.21,22219.5
261,741.06,22102.27
262,742.9,21978.67
263,744.75,21879.57
264,746.59,21823.6
265,748.43,21754.37
266,750.27,21659.7
267,752.11,21613.73
268,753.95,21537.4
269,755.79,21502.93
270,757.63,21434.17
271,759.46,21383.43
272,761.3,21287.97
273,763.13,21212.43
274,764.97,21196.5
275,766.8,21155.07
276,768.63,21082.97
277,770.46,21104.3
278,772.29,21063.17
279,774.12,21034.67
280,775.95,20994.27
281,777.78,20990.73
282,779.6,21007.07
283,781.43,20970.37
284,783.25,20970.67
285,785.08,20940.4
286,786.9,20901.2
287,788.72,20891.23
288,790.54,20860.7
289,792.36,20817.5
290,794.18,20795.23
291,796,20783.57
292,797.81,20706.47
293,799.63,20663.77
294,801.44,20584.33
295,803.26,20584.2
296,805.07,20548.13
297,806.88,20560.3
298,808.69,20579.2
299,810.5,20551.3
300,812.31,20545.17
301,814.12,20569
302,815.93,20602
303,817.74,20587.43
304,819.54,20567.03
305,821.35,20542.87
306,823.15,20470.97
307,824.95,20437.83
308,826.75,20484.17
309,828.55,20436.53
310,830.35,20454
311,832.15,20428.57
312,833.95,20453.37
313,835.75,20422.63
314,837.54,20454.93
315,839.34,20512.67
316,841.13,20560.43
317,842.92,20603.53
318,844.72,20622.13
319,846.51,20629
320,848.3,20630
321,850.09,20602.57
322,851.88,20610.8
323,853.66,20570.2
324,855.45,20505.93
325,857.24,20415.77
326,859.02,20275.07
327,860.8,20210.47
328,862.59,20152.5
329,864.37,20041.67
330,866.15,19989.27
331,867.93,19923.97
332,869.71,19815.73
333,871.49,19687.73
334,873.26,19598.5
335,875.04,19527.2
336,876.81,19384.6
337,878.59,19327.1
338,880.36,19223.17
339,882.13,19065.8
340,883.9,18975.9
341,885.68,18929.17
342,887.44,18845.17
343,889.21,18784.03
344,890.98,18725.87
345,892.75,18622.13
346,894.51,18501.77
347,896.28,18447.37
348,898.04,18393
349,899.8,18333.47
350,901.57,18301.2
351,903.33,18224.27
352,905.09,18163.93
353,906.85,18125.8
354,908.6,18100.97
355,910.36,18051.7
356,912.12,18024.27
357,913.87,17995.7
358,915.63,17975
359,917.38,17949.4
360,919.13,17892.77
361,920.88,17891.97
362,922.63,17934.9
363,924.38,17938.73
364,926.13,17955.87
365,927.88,17950.83
366,929.63,17928.37
367,931.37,17965.37
368,933.12,17960.83
369,934.86,17923.17
370,936.6,17927.7
371,938.35,17878.07
372,940.09,17886.07
373,941.83,17842.07
374,943.57,17826.77
375,945.3,17812.93
376,947.04,17768.17
377,948.78,17767.87
378,950.51,17707.8
379,952.25,17692.13
380,953.98,17630.83
381,955.71,17588.87
382,957.44,17526.1
383,959.17,17501.8
384,960.9,17443.47
385,962.63,17379.73
386,964.36,17265.5
387,966.09,17229.37
388,967.81,17158.03
389,969.54,17107.63
390,971.26,17063.8
391,972.98,17003.17
392,974.71,16905.8
393,976.43,16867.07
394,978.15,16801.03
395,979.87,16792.93
396,981.58,16738.33
397,983.3,16712.23
398,985.02,16651.23
399,986.73,16554.7
400,988.45,16580.2
401,990.16,16545.97
402,991.87,16510.63
403,993.59,16566.27
404,995.3,16667.43
405,997.01,16792.87
406,998.71,16913.03
407,1000.42,17001.8
408,1002.13,16921.07
409,1003.83,16718.7
410,1005.54,16474.57
411,1007.24,16154.2
412,1008.95,15887.73
413,1010.65,15695.13
414,1012.35,15572.17
415,1014.05,15447.1
416,1015.75,15398.43
417,1017.45,15326.67
418,1019.14,15267.7
419,1020.84,15209.67
