Minimal R Export

Pixel,Wavenumber,Processed
1,229.68,9554.83
2,231.77,10172.5
3,233.85,10680.5
4,235.94,11073.23
5,238.02,11323.07
6,240.1,11502.43
7,242.18,11615.27
8,244.26,11607.37
9,246.34,11581.57
10,248.42,11528.27
11,250.5,11422.2
12,252.58,11316.03
13,254.66,11212.83
14,256.73,11072.77
15,258.8,10950.1
16,260.88,10850.2
17,262.95,10760.3
18,265.02,10681.83
19,267.09,10587.57
20,269.16,10487.7
21,271.23,10387.53
22,273.3,10276.53
23,275.37,10232.87
24,277.43,10108.8
25,279.5,9997.9
26,281.56,9926.87
27,283.63,9813.13
28,285.69,9705.1
29,287.75,9605.27
30,289.81,9520.7
31,291.87,9420.97
32,293.93,9335.5
33,295.99,9245.8
34,298.05,9182.93
35,300.1,9080.87
36,302.16,9028.1
37,304.21,8991.03
38,306.26,8938.6
39,308.32,8925.8
40,310.37,8848.8
41,312.42,8848.17
42,314.47,8838
43,316.52,8794.53
44,318.57,8794
45,320.61,8831.13
46,322.66,8837.63
47,324.7,8809.9
48,326.75,8815.17
49,328.79,8821.83
50,330.83,8803.93
51,332.88,8825.2
52,334.92,8865.9
53,336.96,8899.73
54,338.99,8891.43
55,341.03,8876.63
56,343.07,8927
57,345.11,8963.37
58,347.14,8965.43
59,349.17,9013.9
60,351.21,9012.8
61,353.24,9009.4
62,355.27,9058.8
63,357.3,9090.6
64,359.33,9102.1
65,361.36,9132.17
66,363.39,9164.6
67,365.41,9209.5
68,367.44,9213.77
69,369.47,9247.67
70,371.49,9291.4
71,373.51,9310.47
72,375.54,9447.3
73,377.56,9462.37
74,379.58,9489.83
75,381.6,9545.37
76,383.61,9583.4
77,385.63,9654.3
78,387.65,9696.67
79,389.66,9767.5
80,391.68,9810.03
81,393.69,9849.77
82,395.71,9906.33
83,397.72,9987.03
84,399.73,10020.63
85,401.74,10100.27
86,403.75,10176.67
87,405.76,10269.63
88,407.77,10308.5
89,409.77,10419.9
90,411.78,10509.17
91,413.78,10576.2
92,415.79,10655.47
93,417.79,10697.47
94,419.79,10732.17
95,421.79,10755.8
96,423.79,10827.63
97,425.79,10858.67
98,427.79,10902
99,429.79,10931.23
100,431.78,10959.4
101,433.78,10963.9
102,435.77,11006.67
103,437.77,11069.77
104,439.76,11110.93
105,441.75,11198.87
106,443.74,11259.03
107,445.73,11262.27
108,447.72,11282.63
109,449.71,11362.27
110,451.7,11419.7
111,453.68,11463.4
112,455.67,11519.7
113,457.65,11553.33
114,459.64,11611.1
115,461.62,11691.97
116,463.6,11697.3
117,465.58,11725.47
118,467.56,11794.23
119,469.54,11872.57
120,471.52,11917.83
121,473.49,11961.27
122,475.47,12049.57
123,477.44,12100.7
124,479.42,12109.33
125,481.39,12160.77
126,483.36,12204.1
127,485.34,12219.57
128,487.31,12162.17
129,489.28,12172
130,491.24,12167.07
131,493.21,12144.8
132,495.18,12098.97
133,497.14,12043.53
134,499.11,11982.33
135,501.07,11977.57
136,503.04,11906.73
137,505,11890.47
138,506.96,11904.43
139,508.92,11881.47
140,510.88,11893.57
141,512.84,11912.67
142,514.79,11962.97
143,516.75,12029.07
144,518.71,12068.4
