Minimal R Export

Pixel,Wavenumber,Processed
1,229.68,9559.23
2,231.77,10169.47
3,233.85,10684.53
4,235.94,11017.9
5,238.02,11268.03
6,240.1,11411.87
7,242.18,11500.5
8,244.26,11548.73
9,246.34,11521.97
10,248.42,11449.5
11,250.5,11353.43
12,252.58,11240.03
13,254.66,11113
14,256.73,10997.47
15,258.8,10873.43
16,260.88,10787.8
17,262.95,10659.7
18,265.02,10551.9
19,267.09,10480.73
20,269.16,10369
21,271.23,10314.87
22,273.3,10202.03
23,275.37,10088.17
24,277.43,9978.57
25,279.5,9905.17
26,281.56,9794.33
27,283.63,9716.3
28,285.69,9637.03
29,287.75,9496.87
30,289.81,9380.27
31,291.87,9290.27
32,293.93,9227.8
33,295.99,9139.27
34,298.05,9082.83
35,300.1,8995.9
36,302.16,8918.57
37,304.21,8867.23
38,306.26,8809.9
39,308.32,8795.57
40,310.37,8740.6
41,312.42,8717.87
42,314.47,8695.07
43,316.52,8664.33
44,318.57,8687.37
45,320.61,8674.1
46,322.66,8660.53
47,324.7,8656.1
48,326.75,8704.23
49,328.79,8685
50,330.83,8667.4
51,332.88,8690.43
52,334.92,8703.3
53,336.96,8718.4
54,338.99,8724.87
55,341.03,8718.9
56,343.07,8750.3
57,345.11,8786.6
58,347.14,8820.73
59,349.17,8806.27
60,351.21,8839.83
61,353.24,8882.9
62,355.27,8923.6
63,357.3,8945.8
64,359.33,8913.93
65,361.36,8952.33
66,363.39,8957.53
67,365.41,9033.43
68,367.44,9077.13
69,369.47,9058.4
70,371.49,9089.03
71,373.51,9169.7
72,375.54,9216.7
73,377.56,9234.03
74,379.58,9328.73
75,381.6,9338.53
76,383.61,9403.37
77,385.63,9435.17
78,387.65,9498.17
79,389.66,9565.2
80,391.68,9603.63
81,393.69,9657.87
82,395.71,9699.63
83,397.72,9744.23
84,399.73,9791.07
85,401.74,9880.97
86,403.75,9937.7
87,405.76,10005.07
88,407.77,10078.83
89,409.77,10148.07
90,411.78,10207.9
91,413.78,10284.17
92,415.79,10352.3
93,417.79,10379.13
94,419.79,10449.93
95,421.79,10489.2
96,423.79,10546.97
97,425.79,10562.27
98,427.79,10602.63
99,429.79,10598.33
100,431.78,10672.53
101,433.78,10707.8
102,435.77,10754.9
103,437.77,10782.7
104,439.76,10837.43
105,441.75,10870.37
106,443.74,10911.13
107,445.73,10958.43
108,447.72,11045.3
109,449.71,11097.03
110,451.7,11103.7
111,453.68,11163.57
112,455.67,11228
113,457.65,11275.23
114,459.64,11336.77
115,461.62,11375.67
116,463.6,11388.43
117,465.58,11406.73
118,467.56,11460.17
119,469.54,11532.9
120,471.52,11611.57
121,473.49,11659.57
122,475.47,11662.6
123,477.44,11690.03
124,479.42,11718.6
125,481.39,11749.93
126,483.36,11798.97
127,485.34,11825.63
128,487.31,11765.57
129,489.28,11812.27
130,491.24,11756.57
131,493.21,11737.87
132,495.18,11712.73
133,497.14,11651.5
134,499.11,11624
135,501.07,11558.4
136,503.04,11547.8
137,505,11530.53
138,506.96,11544.33
139,508.92,11533.57
140,510.88,11533.23
141,512.84,11620.47
142,514.79,11651.23
143,516.75,11717
144,518.71,11743.23
145,520.66,11750.43
146,522.62,11747.1
147,524.57,11765.8
148,526.52,11735.2
149,528.47,11746.97
150,530.42,11746.8
151,532.37,11771.63
152,534.32,11841.63
153,536.27,11920.4
154,538.21,12018.9
155,540.16,12075.33
156,542.1,12073.97
157,544.04,12074.53
158,545.99,12041.57
159,547.93,11999.33
160,549.87,11978.43
161,551.81,11908
162,553.75,11867.8
163,555.69,11813.67
164,557.62,11841.77
165,559.56,11845.83
166,561.49,11899.13
167,563.43,11935.33
168,565.36,11946.9
169,567.29,11961.5
170,569.23,11980.63
171,571.16,12025.6
172,573.09,12054.03
173,575.01,12070.6
174,576.94,12105.5
175,578.87,12148.07
176,580.79,12190.23
177,582.72,12238.13
178,584.64,12316.77
179,586.57,12407.8
180,588.49,12489.07
181,590.41,12599.27
182,592.33,12667.07
183,594.25,12779.93
184,596.17,12877.53
185,598.08,13025.63
186,600,13183.47
187,601.92,13340.6
188,603.83,13516.3
189,605.74,13670.53
190,607.66,13837.83
191,609.57,14050.8
192,611.48,14268.8
193,613.39,14444.97
194,615.3,14681.8
195,617.21,14900.57
196,619.11,15098.37
197,621.02,15273.37
198,622.92,15477.8
199,624.83,15701.3
200,626.73,15930.27
201,628.63,16119.93
202,630.53,16298.2
203,632.44,16500.83
204,634.33,16639.33
205,636.23,16844.57
206,638.13,17071.97
207,640.03,17424.3
208,641.92,17626.27
209,643.82,17738.47
210,645.71,17866.07
211,647.61,18080.9
212,649.5,18278.47
213,651.39,18476.53
214,653.28,18708.23
215,655.17,18890.83
216,657.06,19087.37
217,658.94,19256.23
218,660.83,19451.37
219,662.72,19619.07
220,664.6,19816.7
221,666.48,19974.93
222,668.37,20088.1
223,670.25,20237.13
224,672.13,20399.33
225,674.01,20494.23
226,675.89,20583.73
227,677.77,20726.57
228,679.64,20772.5
229,681.52,20825.83
230,683.39,20864.7
231,685.27,20897.87
232,687.14,20947.83
233,689.01,20988.63
234,690.88,21045.97
235,692.76,21057.23
236,694.62,21052.97
237,696.49,21073.67
238,698.36,21062.2
239,700.23,21032.5
240,702.09,21056.1
241,703.96,21031.63
242,705.82,21005.9
243,707.68,20945.67
244,709.55,20854.1
245,711.41,20753.53
246,713.27,20687
247,715.13,20638.9
248,716.99,20532.1
249,718.84,20423.53
250,720.7,20304.87
251,722.55,20256.4
252,724.41,20225.7
253,726.26,20251.17
254,728.11,20307.13
255,729.97,20355.9
256,731.82,20435.33
257,733.67,20494.53
258,735.52,20562.03
259,737.36,20498.63
260,739.21,20370.27
261,741.06,20181.43
262,742.9,19978.63
263,744.75,19788.03
264,746.59,19643.17
265,748.43,19584.47
266,750.27,19521.4
267,752.11,19414.83
268,753.95,19318.1
269,755.79,19265.43
270,757.63,19208.1
271,759.46,19155.87
272,761.3,19083.4
273,763.13,19080.9
274,764.97,19017.8
275,766.8,18998.6
276,768.63,18958.03
277,770.46,18912.37
278,772.29,18893.07
279,774.12,18850.87
280,775.95,18839.2
281,777.78,18866.57
282,779.6,18865.77
283,781.43,18856.83
284,783.25,18812.2
285,785.08,18832.83
286,786.9,18747.27
287,788.72,18786.97
288,790.54,18737.17
289,792.36,18728.47
290,794.18,18642.7
291,796,18619.63
292,797.81,18558.53
293,799.63,18552.23
294,801.44,18540.27
295,803.26,18500.7
296,805.07,18454.73
297,806.88,18397.43
