Minimal R Export

Pixel,Wavenumber,Processed
1,229.68,9725.27
2,231.77,10334.27
3,233.85,10827.77
4,235.94,11212.63
5,238.02,11453.43
6,240.1,11619.1
7,242.18,11711.07
8,244.26,11716.9
9,246.34,11680.67
10,248.42,11626.1
11,250.5,11537
12,252.58,11398.53
13,254.66,11286.3
14,256.73,11166.3
15,258.8,11040.23
16,260.88,10949.47
17,262.95,10813.83
18,265.02,10755.77
19,267.09,10657.63
20,269.16,10546.53
21,271.23,10441.13
22,273.3,10359.17
23,275.37,10284.23
24,277.43,10181.53
25,279.5,10091.07
26,281.56,9951.27
27,283.63,9845.5
28,285.69,9765.77
29,287.75,9658.23
30,289.81,9558.1
31,291.87,9483.3
32,293.93,9368.53
33,295.99,9278.23
34,298.05,9212.9
35,300.1,9123.4
36,302.16,9064.23
37,304.21,8997.4
38,306.26,8960.13
39,308.32,8919.5
40,310.37,8866.4
41,312.42,8837.03
42,314.47,8826.3
43,316.52,8807.67
44,318.57,8764.9
45,320.61,8792.7
46,322.66,8793.47
47,324.7,8785.5
48,326.75,8763.27
49,328.79,8813.83
50,330.83,8807.4
51,332.88,8763.67
52,334.92,8790.23
53,336.96,8809.73
54,338.99,8797.23
55,341.03,8802.43
56,343.07,8804.6
57,345.11,8830.3
58,347.14,8805.7
59,349.17,8860.73
60,351.21,8821.3
61,353.24,8857.8
62,355.27,8812.13
63,357.3,8887.83
64,359.33,8896.67
65,361.36,8890.1
66,363.39,8913.43
67,365.41,8943.97
68,367.44,8970.3
69,369.47,9005.2
70,371.49,9034.17
71,373.51,8981.83
72,375.54,9081.07
73,377.56,9089.1
74,379.58,9128.77
75,381.6,9166.83
76,383.61,9156.23
77,385.63,9213.23
78,387.65,9243.7
79,389.66,9251.63
80,391.68,9315.57
81,393.69,9330.07
82,395.71,9386.07
83,397.72,9439.57
84,399.73,9460
85,401.74,9494.67
86,403.75,9518.63
87,405.76,9609.07
88,407.77,9640.3
89,409.77,9688.73
90,411.78,9768.37
91,413.78,9807.23
92,415.79,9839.5
93,417.79,9848.7
94,419.79,9857.27
95,421.79,9880
96,423.79,9891.17
97,425.79,9898.7
98,427.79,9913.37
99,429.79,9900.97
100,431.78,9902.2
101,433.78,9930.07
102,435.77,9920.07
103,437.77,9948.57
104,439.76,9949.73
105,441.75,9972.07
106,443.74,9988.23
107,445.73,10021.27
108,447.72,10000.47
109,449.71,10020.5
110,451.7,10044.87
111,453.68,10081.47
112,455.67,10087.53
113,457.65,10110.43
114,459.64,10114.67
115,461.62,10165
116,463.6,10175.97
117,465.58,10192.5
118,467.56,10210.47
119,469.54,10225.07
120,471.52,10246.6
121,473.49,10272.73
122,475.47,10324.07
123,477.44,10362.13
124,479.42,10361.33
125,481.39,10356.13
126,483.36,10365.6
127,485.34,10366.3
128,487.31,10315.53
129,489.28,10283.53
130,491.24,10272.97
131,493.21,10174.97
132,495.18,10130.4
133,497.14,10049.8
134,499.11,9959.6
135,501.07,9921.73
136,503.04,9843.13
137,505,9771.17
138,506.96,9728.53
139,508.92,9740.47
140,510.88,9726.23
141,512.84,9698.57
142,514.79,9744.13
143,516.75,9724.23
144,518.71,9747.3
145,520.66,9712.9
146,522.62,9718.33
147,524.57,9686.1
148,526.52,9700.5
149,528.47,9666.97
150,530.42,9674.3
151,532.37,9700.4
152,534.32,9744.8
153,536.27,9685.53
154,538.21,9752.43
155,540.16,9742.17
156,542.1,9703.8
157,544.04,9661.37
158,545.99,9617.47
159,547.93,9567.2
160,549.87,9491.33
161,551.81,9433.93
162,553.75,9405.57
163,555.69,9366.2
164,557.62,9350.43
165,559.56,9337.17
166,561.49,9288.37
167,563.43,9298.57
168,565.36,9267.23
169,567.29,9282.23
170,569.23,9254.3
171,571.16,9256.93
172,573.09,9257.83
173,575.01,9237
174,576.94,9207.67
175,578.87,9189.6
176,580.79,9187.83
177,582.72,9197.07
178,584.64,9227.27
179,586.57,9202.93
180,588.49,9215.23
181,590.41,9262.43
182,592.33,9280.27
183,594.25,9325.27
184,596.17,9383.1
185,598.08,9410.27
186,600,9440.1
187,601.92,9565.17
188,603.83,9605.2
189,605.74,9663.5
190,607.66,9726.37
191,609.57,9796.5
192,611.48,9901.57
193,613.39,9969.93
194,615.3,10108.93
195,617.21,10194.9
196,619.11,10293.27
197,621.02,10352.6
198,622.92,10454.5
199,624.83,10490.2
200,626.73,10527.47
201,628.63,10607.5
202,630.53,10645.53
203,632.44,10703.27
204,634.33,10758.8
205,636.23,10832.77
206,638.13,10918.33
207,640.03,10918.8
208,641.92,11161.9
209,643.82,11213.37
210,645.71,11294.33
211,647.61,11356.57
212,649.5,11438.37
213,651.39,11492.83
214,653.28,11611.97
215,655.17,11712.43
216,657.06,11790.13
217,658.94,11899.27
218,660.83,11993.37
219,662.72,12075.8
220,664.6,12163.13
221,666.48,12272.2
222,668.37,12311.27
223,670.25,12396.9
224,672.13,12467.27
225,674.01,12530.23
226,675.89,12590.53
227,677.77,12600.73
228,679.64,12674.73
229,681.52,12683.57
230,683.39,12666.47
231,685.27,12720.53
232,687.14,12700.93
233,689.01,12694.37
234,690.88,12738.33
235,692.76,12759.6
236,694.62,12744.47
237,696.49,12745.43
238,698.36,12751.4
239,700.23,12730
240,702.09,12731.07
241,703.96,12684.77
242,705.82,12701.67
243,707.68,12676.83
244,709.55,12660.53
245,711.41,12627.4
246,713.27,12556.97
247,715.13,12538
248,716.99,12458.47
249,718.84,12429.97
250,720.7,12380.33
251,722.55,12378.53
252,724.41,12323.53
253,726.26,12351.83
254,728.11,12426.17
255,729.97,12469.4
256,731.82,12532.4
257,733.67,12575.37
258,735.52,12582.6
259,737.36,12545.07
260,739.21,12450.13
261,741.06,12353.1
262,742.9,12252.6
263,744.75,12129.27
264,746.59,12090
265,748.43,12008.1
266,750.27,11985.4
267,752.11,11975.23
268,753.95,11924.3
269,755.79,11869.37
270,757.63,11846.13
271,759.46,11842.53
272,761.3,11747.23
273,763.13,11749.73
274,764.97,11755.3
275,766.8,11734.2
276,768.63,11683.77
277,770.46,11682.9
278,772.29,11658.47
279,774.12,11604.3
280,775.95,11658.37
281,777.78,11610.7
282,779.6,11624.8
283,781.43,11590.57
284,783.25,11586.63
285,785.08,11599.77
286,786.9,11574.27
287,788.72,11561.63
288,790.54,11579.4
289,792.36,11546.17
290,794.18,11519.07
291,796,11534.7
292,797.81,11495.2
293,799.63,11500.77
294,801.44,11509.97
295,803.26,11501.43
296,805.07,11565.87
297,806.88,11593.57
298,808.69,11647.23
299,810.5,11736.73
300,812.31,11800.33
301,814.12,11890.1
302,815.93,11916.5
303,817.74,11916.97
304,819.54,11916.3
305,821.35,11891.4
306,823.15,11820.3
307,824.95,11782.5
308,826.75,11783.93
309,828.55,11710.13
310,830.35,11730.63
311,832.15,11682.43
312,833.95,11682.43
313,835.75,11644.73
314,837.54,11702.6
315,839.34,11716.53
316,841.13,11765.3
317,842.92,11825.27
318,844.72,11878.87
319,846.51,11920.83
320,848.3,11962.33
321,850.09,11945.93
322,851.88,11943.97
323,853.66,11945.77
324,855.45,11876.17
325,857.24,11793.9
326,859.02,11713.03
327,860.8,11635.07
328,862.59,11545.4
329,864.37,11431.33
330,866.15,11352.37
331,867.93,11296.67
332,869.71,11171.8
333,871.49,11133
334,873.26,11012.27
335,875.04,10917.47
336,876.81,10843.57
337,878.59,10775.5
338,880.36,10686.3
339,882.13,10606.57
340,883.9,10567.37
341,885.68,10509.43
342,887.44,10436.9
343,889.21,10418.03
344,890.98,10360.43
345,892.75,10351.9
346,894.51,10295.67
347,896.28,10274.67
348,898.04,10225.83
349,899.8,10183.5
350,901.57,10192.33
351,903.33,10168.73
352,905.09,10127.27
353,906.85,10138.9
354,908.6,10103.8
355,910.36,10109.43
356,912.12,10102.8
357,913.87,10085.23
358,915.63,10100.9
359,917.38,10097.27
360,919.13,10111.2
361,920.88,10114.37
362,922.63,10102.73
363,924.38,10143.43
364,926.13,10137.37
365,927.88,10149.2
366,929.63,10140.07
367,931.37,10124.13
368,933.12,10136.13
369,934.86,10105.63
370,936.6,10073.13
371,938.35,10037.1
372,940.09,10022.13
373,941.83,9997.7
374,943.57,9964.8
375,945.3,9955.4
376,947.04,9946.5
377,948.78,9924.9
378,950.51,9872.8
379,952.25,9857.23
380,953.98,9846.43
381,955.71,9807.1
382,957.44,9801.8
383,959.17,9765.93
384,960.9,9740.4
385,962.63,9752.83
386,964.36,9679.5
387,966.09,9702.1
388,967.81,9657.57
389,969.54,9618.3
390,971.26,9608.53
391,972.98,9577.6
392,974.71,9554.73
393,976.43,9541.8
394,978.15,9507.03
395,979.87,9483.17
396,981.58,9448.5
397,983.3,9434.4
398,985.02,9432.4
399,986.73,9410.2
400,988.45,9432.53
401,990.16,9446.73
402,991.87,9498.7
403,993.59,9679.83
404,995.3,9927.77
405,997.01,10265.33
406,998.71,10640.6
407,1000.42,10819.73
408,1002.13,10807.13
409,1003.83,10585.4
410,1005.54,10218.43
411,1007.24,9836
412,1008.95,9539.83
413,1010.65,9310.67
414,1012.35,9165.1
415,1014.05,9055.53
416,1015.75,9005.5
417,1017.45,8987.4
418,1019.14,8985.13
419,1020.84,9010.2
420,1022.54,9058.73
421,1024.23,9090.73
422,1025.92,9099.73
423,1027.62,9120.47
424,1029.31,9107.83
425,1031,9071.43
426,1032.69,9049.83
427,1034.38,9035.83
428,1036.06,9012.1
429,1037.75,9018.8
430,1039.44,9008.13
431,1041.12,9057.8
432,1042.81,9049.7
433,1044.49,9060.5
434,1046.17,9062.37
435,1047.85,9065.97
436,1049.53,9036.2
437,1051.21,8984.13
438,1052.89,8955
439,1054.57,8908.7
440,1056.24,8870.5
441,1057.92,8843.53
442,1059.59,8759.7
443,1061.27,8714.97
444,1062.94,8615.9
445,1064.61,8557.73
446,1066.28,8513.5
447,1067.95,8403.13
448,1069.62,8332.6
449,1071.29,8253.97
450,1072.95,8181.9
451,1074.62,8141.97
452,1076.29,8065.6
453,1077.95,8101.6
454,1079.61,8034.5
455,1081.27,7993.67
456,1082.94,7980.3
457,1084.6,7940.07
458,1086.26,7935.53
459,1087.91,7908.57
460,1089.57,7868.67
461,1091.23,7836.83
462,1092.88,7832.7
463,1094.54,7779.8
464,1096.19,7739.6
465,1097.84,7705.67
466,1099.49,7690.87
467,1101.15,7661.63
468,1102.79,7624.3
469,1104.44,7629.1
470,1106.09,7623.03
471,1107.74,7659.4
472,1109.38,7625.07
473,1111.03,7638.37
474,1112.67,7647.17
475,1114.32,7640.23
476,1115.96,7640.57
477,1117.6,7601.5
478,1119.24,7584.47
479,1120.88,7559.3
480,1122.52,7493.3
481,1124.15,7479.9
482,1125.79,7437.23
483,1127.43,7396.53
484,1129.06,7351.87
485,1130.69,7322.37
486,1132.33,7279.4
487,1133.96,7247.37
488,1135.59,7213.63
489,1137.22,7167.67
490,1138.85,7129.8
491,1140.47,7103.17
492,1142.1,7073.07
493,1143.73,7049.3
494,1145.35,7034.57
495,1146.98,6984.27
496,1148.6,7008.67
497,1150.22,6987.27
498,1151.84,6993.8
499,1153.46,6980.93
500,1155.08,6981.23
501,1156.7,6974.33
502,1158.32,6991.4
503,1159.93,6979.13
504,1161.55,6977.67
505,1163.16,6953.83
506,1164.78,6949.2
507,1166.39,6955.9
508,1168,6945.93
509,1169.61,6961.3
510,1171.22,6930.8
511,1172.83,6903
512,1174.44,6907.07
513,1176.04,6838.9
514,1177.65,6829.37
515,1179.26,6780.77
516,1180.86,6756.83
517,1182.46,6707.53
518,1184.06,6729.9
519,1185.67,6669.73
520,1187.27,6678.77
521,1188.86,6657.83
522,1190.46,6654.77
523,1192.06,6645.93
